газомер,зат
газон,зат
газопровод,зат
гайдамак,зат
галантерея,зат
галерея,зат
галифе,зат
галлюцинация,зит
галош,зат
галстук,зат
гамак,зат
гана,бөл
гангрена,зат
гантель,зат
гап,зат
гараж,зат
гарантия,зат
гардероб,зат
гардеробщик,зат
гардина,зат
гармончу,зат
гармонь,зат
гарнизон,зат
гарнир,зат
гарнитур,зат
гастроль,зат
гастроном,зат
гауптвахта,зат
гаухар,неизвестно
гвардия,зат
гвардиячы,зат
гегемон,зат
гегемония,зат
гектар,зат
гел,зат
гельминтолог,зат
гельминтология,зат
гельминттер,зат
гематоген,зат
гемоглобин,зат
геморрой,зат
генезис,зат
генерал,зат
генерал-губернатор,зат
генералдык,сын
генералиссимус,зат
генералитет,зат
генератор,зат
генетик,зат
генетика,зат
генетикалык,сын
гениалдуу,сын
гений,зат
географ,зат
география,зат
географиялык,сын
геолог,зат
геология,зат
геологиялык,сын
геометрия,сын
геометриялык,сын
георгин,зат
герб,зат
гербарий,зат
гербицид,зат
гермофродит,зат
гестапо,зат
гетман,зат
гетра,зат
гибрид,зат
гигант,зат
гигиена,зат
гигиеналык,сын
гидробиология,зат
гидрогеология,зат
гидрология,зат
гидротехник,зат
гидротехника,зат
гидротурбина,зат
гидроэлектростанция,зат
гиена,зат
гильза,зат
гимн,зат
гимназист,зат
гимназия,зат
гимнаст,зат
гимнастёрка,зат
гимнастика,зат
гимнастикалык,сын
гинеколог,зат
гинекология,зат
гинекологиялык,сын
гипербола,зат
гипертоник,зат
гипертония,зат
гипертониялык,сын
гипноз,зат
гипнотизёр,зат
гипотеза,зат
гиппопотам,неизвестно
гипс,зат
гипсте,этиш
гистолог,зат
гистология,зат
гитара,зат
гладиатор,зат
глист,зат
глицерин,зат
глобус,зат
глюкоза,зат
го,бөл
говор,зат
годелек,зат
гозо,зат
гозопая,зат
гой,бөл
гол,зат
голубцы,зат
гонорар,зат
гонорея,зат
горизонт,зат
горилла,зат
гормон,зат
горсовет,зат
горчица,зат
горчичник,зат
горчичница,зат
госпиталь,зат
господин,зат
госпожа,зат
готика,зат
готикалык,сын
готовальня,зат
гөзө,зат
гөш,зат
гравюра,зат
градус,зат
градусник,зат
граждандык,сын
гражданин,зат
грамм,зат
грамматика,зат
грамматикалык,сын
граммофон,зат
грамота,зат
граната,зат
гранит,зат
гранка,зат
граф,зат
графа,зат
график,зат
графика,зат
графин,зат
графиня,зат
графство,зат
грим,зат
гримде,этиш
гримдөө,этиш формасы
грипп,зат
гроссмейстер,зат
группа,зат
губернатор,зат
губерния,зат
гудок,зат
гуляш,зат
гумандуу,сын
гумандуулук,зат
гуманизм,зат
гуманист,зат
гүл,зат
гүлгүн,неизвестно
гүлдесте,зат
гүлдө,этиш
гүлдөө,этиш формасы
гүлдөт,этиш формасы
гүлдүү,сын
гүлзар,зат
гүлкайыр,зат
гүлстан,зат
гүрсүлдө,этиш
да,неизвестно
даа,этиш
даакы,зат
даакылуу,сын
даалда,этиш
даалдак,сын
даалдоо,этиш формасы
даам,зат
даамдан,этиш
даамдант,этиш формасы
даамдануу,этиш формасы
даамдаш,сын
даамдуу,сын
даамдуула,этиш
даамдуулук,зат
даана,неизвестно
даанала,неизвестно
дааналык,сын
даанышман,зат
даанышмандык,зат
даарат,зат
даараткана,зат
дааруу,этиш формасы
даары,неизвестно
даарыт,этиш формасы
даба,зат
дабан,зат
дабдыра,этиш
дабдыраңда,этиш
дабыр,неизвестно
дабыра,этиш
дабырат,этиш формасы
дабыркай,зат
дабыроо,этиш формасы
дабырт,туур
дабыртта,этиш
дабырттат,этиш формасы
дабырттоо,этиш формасы
дабыш,зат
дабыштуу,сын
дагара,зат
дагдааруу,этиш формасы
дагдаары,этиш
дагдагай,сын
дагдай,этиш
дагдаң,неизвестно
дагдаңда,этиш
дагдаңдоо,этиш формасы
дагдаюу,этиш формасы
дагы,неизвестно
даек,зат
даекчи,зат
дайра,неизвестно
